n,exact,token_f1,lexical_drift,split,method,policy_entries,evidence_route_rate
15426,0.017956696486451446,0.4160038212873599,0.48295086218073385,first529_rest,direct_template,0,0.0
15426,0.007065992480228186,0.4126510836359955,0.5687799818488266,first529_rest,uniform_evidence,0,1.0
15426,0.017956696486451446,0.4160038212873599,0.48295086218073385,first529_rest,global_policy,1,0.0
15426,0.01750291715285881,0.4248152384272195,0.5123168676260859,first529_rest,complexity_policy,3,0.6555814858031894
15426,0.016725009723842863,0.42344365586055477,0.5132892519123557,first529_rest,class_policy,18,0.5394139764034747
15426,0.01724361467652016,0.4267829611832511,0.505380526384027,first529_rest,bucket_policy,50,0.4419810709192273
