dev_size,runs,token_f1_mean,token_f1_std,exact_mean,lexical_drift_mean,evidence_route_rate_mean,threshold_mean
529,10,0.42983020666736993,0.001589956452335929,0.01788538830545832,0.43440943861013875,0.29154673927136004,0.265
1000,10,0.43039331973890815,0.0014667356062372048,0.018114343029087262,0.4353727850217319,0.31568037445670344,0.255
