method,runs,token_f1_mean,token_f1_std,exact_mean,lexical_drift_mean,evidence_route_rate_mean
direct_template,1,0.4160038212873599,0.0,0.017956696486451446,0.48295086218073385,0.0
bucket_gate_aligned,1,0.4267829611832511,0.0,0.01724361467652016,0.505380526384027,0.4419810709192273
bucket_gate_shuffled_evidence,5,0.31632133240387306,0.0007005118468243329,0.014313496693893427,0.6820433035135486,0.4419810709192273
