dev_size,runs,token_f1_mean,token_f1_std,exact_mean,lexical_drift_mean,evidence_route_rate_mean,threshold_mean
529,10,0.4265161787898258,0.0013190150542765884,0.017956696486451446,0.5003435757811487,0.2433035135485544,0.29
1000,10,0.4260367512963553,0.0013206244704500826,0.017833500501504514,0.5004078903376797,0.2212972250083584,0.295
